PID,CG Number,Gene Name,FBgn Number,GO Biofunction
1638871_at,CG4636,SCAR,FBgn0041781,"0000335 // negative regulation of transposition, DNA-mediated // inferred from mutant phenotype /// 0001709 // cell fate determination // traceable author statement /// 0001745 // compound eye morphogenesis // inferred from mutant phenotype /// 0006342 // chromatin silencing // inferred from mutant phenotype /// 0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0007010 // cytoskeleton organization // non-traceable author statement /// 0007015 // actin filament organization // inferred from mutant phenotype /// 0007279 // pole cell formation // inferred from mutant phenotype /// 0007409 // axonogenesis // inferred from mutant phenotype /// 0007413 // axonal fasciculation // inferred from mutant phenotype /// 0008335 // ovarian ring canal stabilization // inferred from mutant phenotype /// 0008360 // regulation of cell shape // inferred from mutant phenotype /// 0016246 // RNA interference // traceable author statement /// 0016441 // posttranscriptional gene silencing // inferred from mutant phenotype /// 0017145 // stem cell division // inferred from mutant phenotype /// 0030029 // actin filament-based process // traceable author statement /// 0030031 // cell projection assembly // inferred from mutant phenotype /// 0030037 // actin filament reorganization during cell cycle // inferred from mutant phenotype /// 0030718 // germ-line stem cell maintenance // traceable author statement /// 0030866 // cortical actin cytoskeleton organization // inferred from mutant phenotype /// 0042078 // germ-line stem cell division // traceable author statement /// 0048132 // female germ-line stem cell division // inferred from mutant phenotype /// 0048133 // male germ-line stem cell division // inferred from mutant phenotype"
1638872_at,CG5436,Hsp68,FBgn0001230,0006457 // protein folding // inferred from sequence or structural similarity /// 0006950 // response to stress // inferred from electronic annotation /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0009408 // response to heat // inferred from sequence or structural similarity /// 0009408 // response to heat // non-traceable author statement
1638873_at,CG6175,CG6175,FBgn0036152,---
1638874_at,CG4585,CG4585,FBgn0025335,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation
1638875_at,CG6542,EDTP,FBgn0027506,0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0016311 // dephosphorylation // inferred from electronic annotation
1638876_at,CG11888,Rpn2,FBgn0028692,0006508 // proteolysis // inferred from direct assay /// 0006508 // proteolysis // inferred from sequence or structural similarity /// 0042176 // regulation of protein catabolic process // inferred from electronic annotation
1638877_at,CG9753,AdoR,FBgn0039747,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from sequence or structural similarity
1638878_at,CG17302,CG17302,FBgn0031443,0006511 // ubiquitin-dependent protein catabolic process // inferred from sequence or structural similarity /// 0006511 // ubiquitin-dependent protein catabolic process // non-traceable author statement /// 0006511 // ubiquitin-dependent protein catabolic process // inferred from electronic annotation /// 0007608 // sensory perception of smell // non-traceable author statement /// 0007608 // sensory perception of smell // inferred from sequence similarity
1638879_a_at,CG33012,CG33012,FBgn0053012,0006508 // proteolysis // inferred from electronic annotation
1638880_at,CG32220,Csas,FBgn0052220,0006055 // CMP-N-acetylneuraminate biosynthetic process // inferred from sequence or structural similarity /// 0009103 // lipopolysaccharide biosynthetic process // inferred from electronic annotation
1638881_at,CG9550,CG9550,FBgn0031826,---
1638882_at,CG7642,ry,FBgn0003308,0008340 // determination of adult life span // inferred from mutant phenotype /// 0048072 // compound eye pigmentation // traceable author statement /// 0055114 // oxidation reduction // inferred from electronic annotation
1638883_at,CG8636,CG8636,FBgn0029629,0000022 // mitotic spindle elongation // inferred from mutant phenotype /// 0006413 // translational initiation // inferred from sequence or structural similarity /// 0007052 // mitotic spindle organization // inferred from mutant phenotype
1638884_at,CG4238,CG4238,FBgn0031384,0006464 // protein modification process // inferred from electronic annotation /// 0006511 // ubiquitin-dependent protein catabolic process // inferred from electronic annotation
1638885_at,CG33318,CG33318,FBgn0053318,---
1638886_at,CG8319,CG8319,FBgn0037722,---
1638887_a_at,CG6339,rad50,FBgn0034728,0000722 // telomere maintenance via recombination // inferred from mutant phenotype /// 0000723 // telomere maintenance // inferred from mutant phenotype /// 0002168 // instar larval development // inferred from mutant phenotype /// 0006281 // DNA repair // inferred from sequence or structural similarity /// 0006281 // DNA repair // inferred from electronic annotation /// 0006302 // double-strand break repair // inferred from mutant phenotype /// 0006974 // response to DNA damage stimulus // inferred from electronic annotation /// 0007049 // cell cycle // inferred from electronic annotation /// 0007126 // meiosis // inferred from electronic annotation /// 0008104 // protein localization // inferred from mutant phenotype /// 0016233 // telomere capping // inferred from mutant phenotype /// 0051276 // chromosome organization // inferred from mutant phenotype
1638888_at,CG1650,unpg,FBgn0015561,"0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007420 // brain development // inferred from mutant phenotype /// 0007424 // open tracheal system development // traceable author statement /// 0007426 // tracheal outgrowth, open tracheal system // traceable author statement /// 0045449 // regulation of transcription // inferred from mutant phenotype /// 0045449 // regulation of transcription // inferred from electronic annotation /// 0051960 // regulation of nervous system development // inferred from mutant phenotype"
1638889_at,CG3918,CG3918,FBgn0029873,---
1638890_at,CG9035,Tapdelta,FBgn0021795,0006621 // protein retention in ER lumen // inferred from sequence or structural similarity
1638891_at,CG31031,CG31031,FBgn0051031,---
1638892_at,CG5397,CG5397,FBgn0031327,---
1638893_at,CG7029,CG7029,FBgn0039026,0006511 // ubiquitin-dependent protein catabolic process // inferred from electronic annotation
1638894_at,CT33175,,---,---
1638895_at,HDC15026,---,---,---
1638896_at,CG1919,Cpr62Bc,FBgn0035281,---
1638897_at,CG3511,CG3511,FBgn0035027,---
1638898_at,CG13197,CG13197,FBgn0062449,0006470 // protein amino acid dephosphorylation // inferred from electronic annotation /// 0006470 // protein amino acid dephosphorylation // non-traceable author statement /// 0016311 // dephosphorylation // inferred from electronic annotation
1638899_s_at,CG15312,CG15312,FBgn0030174,---
1638900_at,HDC20329,---,---,---
1638901_at,CG10014,CG10014,FBgn0038000,0007165 // signal transduction // inferred from electronic annotation
1638902_at,CG13225,Or47a,FBgn0026386,0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // non-traceable author statement /// 0007608 // sensory perception of smell // inferred from electronic annotation /// 0007608 // sensory perception of smell // inferred from sequence or structural similarity /// 0007608 // sensory perception of smell // non-traceable author statement /// 0050896 // response to stimulus // inferred from electronic annotation
1638903_at,CG5724,CG5724,FBgn0038082,0008152 // metabolic process // inferred from electronic annotation
1638904_at,GH21757,---,---,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation
1638905_s_at,CG4839,CG4839,FBgn0032187,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement
1638906_at,CG32052,CG32052,FBgn0044328,---
1638907_at,HDC15611,---,---,---
1638908_at,CG15635,CG15635,FBgn0031617,0032259 // methylation // inferred from electronic annotation
1638909_at,HDC13286,---,---,---
1638910_at,CG5561,CG5561,FBgn0031333,0032259 // methylation // inferred from electronic annotation
1638911_at,CG14551,CG14551,FBgn0039408,---
1638912_s_at,CG9983,Hrb98DE,FBgn0001215,---
1638913_at,CG9163,mmd,FBgn0030712,---
1638914_at,CG34366,CG34366,FBgn0085395,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from electronic annotation
1638915_at,CG2914,Ets21C,FBgn0005660,"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype"
1638916_at,CG12688,CG12688,FBgn0029707,---
1638917_at,S.C2R001842,---,---,---
1638918_at,HDC16478,---,---,---
1638919_at,CG9933,A16,FBgn0028965,0006333 // chromatin assembly or disassembly // inferred from electronic annotation
1638920_at,S.C3L001719,---,---,---
1638921_at,S.C3L000270,---,---,---
1638922_at,S.C3R003581,---,---,---
1638923_at,CG3566,CG3566,FBgn0029854,---
1638924_at,CG31845,CG31845,FBgn0051845,---
1638925_at,CG34024,CG34024,FBgn0054024,---
1638926_at,HDC18883,---,---,---
1638927_at,CG3279,CG3279,FBgn0035156,0006886 // intracellular protein transport // inferred from electronic annotation
1638928_at,CG9880,Or23a,FBgn0026395,0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // non-traceable author statement /// 0007608 // sensory perception of smell // inferred from sequence or structural similarity /// 0007608 // sensory perception of smell // non-traceable author statement /// 0007608 // sensory perception of smell // inferred from electronic annotation /// 0050896 // response to stimulus // inferred from electronic annotation
1638929_at,CG8920,CG8920,FBgn0027529,---
1638930_s_at,CG11248,CG11248,FBgn0037117,---
1638931_at,CG10228,Pcf11,FBgn0022063,0006379 // mRNA cleavage // inferred from sequence or structural similarity
1638932_at,HDC02045,---,---,---
1638933_at,CG7347,mus304,FBgn0002901,0000075 // cell cycle checkpoint // traceable author statement /// 0000077 // DNA damage checkpoint // inferred from mutant phenotype /// 0000723 // telomere maintenance // inferred from genetic interaction /// 0006281 // DNA repair // inferred from mutant phenotype /// 0006281 // DNA repair // inferred from electronic annotation /// 0006974 // response to DNA damage stimulus // non-traceable author statement /// 0006974 // response to DNA damage stimulus // inferred from electronic annotation /// 0007093 // mitotic cell cycle checkpoint // traceable author statement /// 0007131 // reciprocal meiotic recombination // inferred from mutant phenotype /// 0007143 // female meiosis // inferred from mutant phenotype /// 0007348 // regulation of syncytial blastoderm mitotic cell cycle // inferred from mutant phenotype /// 0007444 // imaginal disc development // traceable author statement /// 0009314 // response to radiation // traceable author statement /// 0016321 // female meiosis chromosome segregation // inferred from mutant phenotype
1638934_at,S.C2L002684,---,---,---
1638935_at,CG7091,CG7091,FBgn0038099,0006810 // transport // inferred from electronic annotation
1638936_s_at,S.C2L002523,---,FBgn0058169,---
1638937_at,CG3488,CG3488,FBgn0014906,0006629 // lipid metabolic process // inferred by curator
